scenario,question,attr1,attr2,attr3,attr4,attr5,attr1_min,attr2_min,attr3_min,attr4_min,attr5_min,attr1_max,attr2_max,attr3_max,attr4_max,attr5_max
leg_warmers,Imagine you are a makeup effects artist. Which leg warmers would you prefer?,length,thermal_rating,stay_up_power,breathability,thickness,12.0,1.0,1.0,1.0,1.0,24.0,10.0,10.0,10.0,8.0
baby_onesie,Imagine you are Ed Sheeran. Which baby onesie would you prefer?,softness_rating,stretch_factor,breathability,wash_cycles_before_fading,snap_strength,1.0,5.0,500.0,10.0,2.0,10.0,30.0,5000.0,100.0,10.0
mop,Imagine you are Sanna Marin. Which mop would you prefer?,head_width,handle_length,water_absorption,drying_time,reusability_cycles,8.0,48.0,100.0,10.0,50.0,24.0,72.0,500.0,45.0,300.0
camper,Imagine you are Lao Tzu. Which travel trailer would you prefer?,interior_length,sleeping_capacity,dry_weight,fresh_water_capacity,storage_capacity,12.0,2.0,2000.0,20.0,30.0,35.0,8.0,8000.0,60.0,150.0
smoker,Imagine you are Ebenezer Scrooge. Which BBQ smoker would you prefer?,cooking_surface_area,temperature_stability,fuel_capacity,number_of_racks,insulation_rating,300.0,5.0,4.0,2.0,2.0,1200.0,25.0,12.0,6.0,8.0
meat_tenderizer,Imagine you are Zhuangzi. Which meat tenderizer mallet would you prefer?,head_weight,handle_length,striking_surface_area,grip_comfort,dishwasher_safety,8.0,6.0,4.0,1.0,100.0,24.0,12.0,12.0,10.0,1000.0
motherboard,Imagine you are Huitzilopochtli. Which motherboard would you prefer?,max_ram_capacity,number_of_usb_ports,power_efficiency,number_of_pcie_slots,warranty_duration,32.0,4.0,1.0,1.0,1.0,256.0,20.0,10.0,8.0,5.0
cap,Imagine you are Eurydice. Which baseball cap would you prefer?,brim_length,ventilation_holes,sweat_absorption,uv_protection,adjustability,2.5,2.0,1.0,15.0,2.0,4.0,12.0,10.0,50.0,6.0
easel_pad,Imagine you are Queen Nefertiti. Which easel pad would you prefer?,paper_size,paper_sheets,paper_brightness,paper_thickness,adhesive_strength,20.0,30.0,85.0,60.0,1.0,36.0,100.0,100.0,100.0,5.0
cooling_rack,Imagine you are Snowman. Which cooling rack would you prefer?,rack_length,rack_width,grid_spacing,weight_capacity,height_above_counter,8.0,6.0,0.25,5.0,0.5,24.0,18.0,1.0,40.0,3.0
plunger,Imagine you are Henri Matisse. Which toilet plunger would you prefer?,handle_length,cup_diameter,suction_power,durability_rating,grip_comfort,12.0,5.0,10.0,1.0,1.0,24.0,8.0,30.0,10.0,10.0
excursion,Imagine you are Elizabeth Blackburn. Which day excursion would you prefer?,activity_duration,distance_from_hotel,physical_intensity,scenic_rating,group_size,2.0,5.0,1.0,1.0,4.0,12.0,100.0,10.0,10.0,20.0
log_splitter,Imagine you are Dorothy Day. Which log splitter would you prefer?,splitting_force,cycle_time,max_log_length,max_log_diameter,fuel_efficiency,5.0,8.0,16.0,12.0,2.0,35.0,30.0,36.0,30.0,8.0
lantern,Imagine you are Fenrir. Which camping lantern would you prefer?,light_output,runtime,light_radius,weight,impact_resistance,100.0,4.0,2.0,200.0,1.0,1000.0,200.0,15.0,1500.0,5.0
poncho,Imagine you are Jagadish Chandra Bose. Which rain poncho would you prefer?,coverage_length,water_resistance,ventilation_area,packed_volume,durability,24.0,1000.0,20.0,15.0,50.0,48.0,8000.0,100.0,60.0,500.0
fanny_pack,Imagine you are Robert Downey Jr.. Which fanny pack would you prefer?,storage_capacity,strap_length,number_of_pockets,water_resistance,weight,0.5,20.0,1.0,0.0,4.0,5.0,50.0,8.0,8.0,16.0
led_mask,Imagine you are Idun. Which LED face mask would you prefer?,led_count,light_spectrum_options,treatment_duration,weight,power_output,50.0,3.0,10.0,200.0,5.0,300.0,10.0,30.0,600.0,20.0
usb_c_hub,Imagine you are Yara Shahidi. Which USB-C hub would you prefer?,number_of_ports,data_transfer_speed,power_delivery,cable_length,operating_temperature,4.0,5.0,45.0,6.0,32.0,12.0,40.0,100.0,24.0,95.0
arm_warmers,Imagine you are Cleopatra. Which arm warmers would you prefer?,length,thermal_rating,moisture_wicking,compression_level,stretch_recovery,8.0,1.0,1.0,5.0,80.0,18.0,10.0,10.0,25.0,100.0
wine_rack,Imagine you are Queen Teuta of Illyria. Which wine rack would you prefer?,bottle_capacity,vertical_height,display_angle,bottle_spacing,stability_rating,6.0,12.0,0.0,2.0,60.0,48.0,72.0,45.0,6.0,100.0
magazine,Imagine you are a cryptographer. Which magazine subscription would you prefer?,article_count,page_count,publication_frequency,exclusive_content,digital_access_period,10.0,40.0,4.0,60.0,1.0,50.0,200.0,52.0,100.0,20.0
digital_photo_frame,Imagine you are Ryan Reynolds. Which digital photo frame would you prefer?,screen_size,screen_resolution,storage_capacity,battery_life,brightness,7.0,150.0,4.0,2.0,200.0,32.0,300.0,64.0,12.0,1000.0
wood_stain,Imagine you are Ibn al-Banna. Which wood stain would you prefer?,drying_time,coverage_area,uv_resistance,color_richness,durability,1.0,100.0,1.0,1.0,1.0,24.0,400.0,10.0,10.0,10.0
nursing_pads,Imagine you are Reilly. Which nursing pads would you prefer?,absorbency_capacity,hours_of_wear,softness_rating,thickness,breathability_rating,10.0,3.0,1.0,1.0,1.0,50.0,12.0,10.0,5.0,10.0
leather_needles,Imagine you are Hassan. Which leather sewing needles would you prefer?,needle_length,needle_strength,eye_size,sharpness_rating,corrosion_resistance,30.0,1.0,1.0,1.0,1.0,100.0,10.0,5.0,10.0,10.0
needle_felting_kit,Imagine you are Thor. Which needle felting starter kit would you prefer?,number_of_needles,foam_pad_thickness,wool_quantity,number_of_colors,storage_case_size,3.0,2.0,2.0,5.0,50.0,12.0,6.0,16.0,30.0,300.0
desk,Imagine you are Charles Darwin. Which desk would you prefer?,surface_area,drawer_capacity,height_adjustability,weight_capacity,cable_management_holes,15.0,1.0,0.0,50.0,0.0,40.0,8.0,18.0,300.0,6.0
oil_diffuser_necklace,Imagine you are Tyr. Which essential oil diffuser necklace would you prefer?,diffusion_duration,chain_length,oil_capacity,pendant_size,scent_intensity,4.0,16.0,0.5,20.0,1.0,24.0,30.0,3.0,50.0,5.0
vacation,Imagine you are Queen Ranavalona I. Which vacation would you prefer?,duration,average_temperature,attractions_within_walking,beach_distance,restaurant_options,3.0,50.0,2.0,0.0,5.0,30.0,90.0,50.0,20.0,200.0
tongue_scraper,Imagine you are Ibn al-Rumi. Which tongue scraper would you prefer?,scraping_width,handle_length,grip_surface_area,flexibility_rating,cleaning_edges,20.0,6.0,1.0,1.0,1.0,50.0,12.0,4.0,10.0,4.0
facial_steamer,Imagine you are Antoine Lavoisier. Which facial steamer would you prefer?,steam_time,tank_capacity,heat_up_time,steam_intensity_levels,noise_level,5.0,50.0,20.0,1.0,30.0,30.0,200.0,120.0,5.0,60.0
chisel_set,Imagine you are James Clerk Maxwell. Which chisel set would you prefer?,blade_hardness,edge_retention,number_of_chisels,handle_durability,blade_width_range,58.0,2.0,4.0,1.0,6.0,66.0,15.0,12.0,10.0,50.0
horseshoes_set,Imagine you are Ares. Which horseshoes set would you prefer?,horseshoe_weight,stake_height,stake_thickness,rubber_mat_thickness,rust_resistance,32.0,14.0,12.0,10.0,1.0,64.0,24.0,20.0,30.0,10.0
wrench,Imagine you are Claude Debussy. Which adjustable wrench would you prefer?,jaw_capacity,tool_length,grip_comfort,durability,weight,0.25,4.0,1.0,2.0,4.0,2.5,24.0,10.0,20.0,32.0
murphy_bed,Imagine you are Jennifer Lawrence. Which murphy bed would you prefer?,fold_down_force,mattress_comfort,storage_space,setup_time,wall_clearance,2.0,1.0,0.0,10.0,80.0,15.0,10.0,20.0,60.0,95.0
microdermabrasion,Imagine you are Randle McMurphy. Which at-home microdermabrasion kit would you prefer?,suction_power,tip_varieties,filter_life,noise_level,treatment_area_coverage,20.0,3.0,10.0,50.0,15.0,70.0,12.0,50.0,80.0,45.0
meat_injector,Imagine you are George Costanza. Which meat injector would you prefer?,needle_length,needle_thickness,reservoir_capacity,number_of_needles,cleaning_ease,3.0,12.0,1.0,1.0,1.0,8.0,20.0,4.0,6.0,10.0
pasta,Imagine you are Harry Potter. Which pasta dish would you prefer?,sauce_thickness,cooking_time,protein_content,spiciness_level,vegetable_content,1.0,8.0,5.0,0.0,0.0,10.0,15.0,30.0,5000.0,200.0
candle,Imagine you are Anthony Fauci. Which scented candle would you prefer?,burn_time,scent_throw,soy_content,wick_count,fragrance_load,20.0,50.0,0.0,1.0,3.0,150.0,500.0,100.0,4.0,12.0
restaurant,Imagine you are Maya Deren. Which restaurant would you prefer to dine at?,wait_time,noise_level,distance_from_home,rating,portion_size,0.0,60.0,0.1,1.0,4.0,120.0,90.0,20.0,5.0,24.0
kombucha_kit,Imagine you are Françoise Barré-Sinoussi. Which kombucha starter kit would you prefer?,scoby_size,jar_capacity,fermentation_time,included_tea_amount,starter_liquid_amount,5.0,1.0,7.0,50.0,100.0,20.0,5.0,30.0,500.0,500.0
shoes,Imagine you are Hazel Grace Lancaster. Which pair of everyday shoes would you prefer?,weight,cushioning,breathability,flexibility,grip,200.0,15.0,1000.0,15.0,0.3,500.0,40.0,8000.0,45.0,0.9
corkscrew,Imagine you are Arya Stark. Which corkscrew would you prefer?,leverage_factor,spiral_length,ease_of_use,durability,cork_grip,1.0,1.5,1.0,1.0,1.0,5.0,3.0,10.0,20.0,10.0
dinner,Imagine you are Antoni Gaudí. Which dinner entree would you prefer?,protein_content,spiciness_level,preparation_time,calorie_content,fiber_content,10.0,0.0,15.0,300.0,2.0,50.0,50000.0,90.0,1200.0,15.0
arcade_cabinet,Imagine you are Black Widow. Which arcade cabinet would you prefer?,screen_size,number_of_games,control_responsiveness,speaker_quality,cabinet_durability,19.0,100.0,1.0,10.0,5.0,32.0,3000.0,20.0,100.0,25.0
ladle,Imagine you are Samwise Gamgee. Which ladle would you prefer?,bowl_capacity,handle_length,bowl_depth,pour_spout_width,hook_length,2.0,8.0,1.0,0.5,0.5,12.0,16.0,4.0,2.0,2.0
car_polish,Imagine you are Niles Crane. Which car polish would you prefer?,paint_correction_level,application_ease,working_time,gloss_enhancement,durability,50.0,1.0,5.0,10.0,3.0,95.0,10.0,30.0,50.0,18.0
ice_pack,Imagine you are Thutmose III. Which ice pack would you prefer?,cooling_duration,flexibility_when_frozen,coverage_area,thickness,weight,1.0,1.0,16.0,0.5,8.0,8.0,10.0,144.0,3.0,32.0
moisturizer,Imagine you are Richard Strauss. Which facial moisturizer would you prefer?,spf_protection,oil_control,absorption_rate,hydration_level,pore_clogging_risk,0.0,2.0,10.0,1.0,0.0,50.0,24.0,120.0,10.0,5.0
padded_envelope,Imagine you are Florence Sabin. Which padded envelope would you prefer for mailing?,padding_thickness,tear_resistance,adhesive_strength,water_resistance,cushioning_rating,1.0,5.0,1.0,5.0,2.0,10.0,30.0,10.0,60.0,15.0
water_park,Imagine you are Emma Woodhouse. Which water park would you prefer to visit?,water_slides,pool_area,lazy_river_length,wave_pool_size,covered_seating,5.0,5000.0,300.0,2000.0,50.0,40.0,50000.0,2000.0,20000.0,500.0
string_lights,Imagine you are Alfred Nobel. Which string lights would you prefer?,total_length,bulb_spacing,bulb_count,brightness_per_bulb,wire_thickness,10.0,3.0,20.0,5.0,18.0,100.0,24.0,200.0,50.0,28.0
chair_cushions,Imagine you are Scout Finch. Which outdoor chair cushions would you prefer?,cushion_thickness,water_resistance,uv_resistance,comfort_rating,durability,1.5,1.0,6.0,1.0,1.0,6.0,8.0,48.0,10.0,8.0
broker,Imagine you are Queen Tamar of Georgia. Which investment broker would you prefer?,investment_options,research_tools,customer_support_availability,mobile_trading_features,educational_resources,100.0,5.0,40.0,5.0,10.0,10000.0,100.0,168.0,50.0,1000.0
internship,Imagine you are Diego Rivera. Which internship opportunity would you prefer?,duration,mentorship_time,company_prestige,skill_development,conversion_rate,2.0,1.0,1.0,1.0,0.0,12.0,10.0,10.0,10.0,100.0
card_shuffler,Imagine you are Maria Goeppert Mayer. Which automatic card shuffler would you prefer?,shuffle_speed,deck_capacity,noise_level,battery_life,card_wear_rating,30.0,52.0,40.0,2.0,100.0,240.0,312.0,80.0,12.0,2000.0
bait,Imagine you are Shazam. Which fishing bait would you prefer?,sink_rate,scent_strength,action_intensity,durability,visibility_depth,0.5,1.0,1.0,5.0,3.0,3.0,10.0,10.0,100.0,20.0
fork,Imagine you are Terminator. Which fork would you prefer?,tine_length,weight,handle_comfort,scratch_resistance,balance_point,15.0,20.0,1.0,1.0,50.0,40.0,100.0,10.0,10.0,150.0
tweezers,Imagine you are Dorothy Height. Which tweezers would you prefer?,grip_strength,tip_precision,handle_length,grip_surface_area,spring_tension,1.0,0.1,5.0,1.0,0.5,5.0,1.0,15.0,5.0,3.0
lawyer,Imagine you are Regina George. Which lawyer would you prefer to hire?,years_experience,success_rate,response_time,client_satisfaction,similar_cases_handled,1.0,40.0,1.0,1.0,0.0,40.0,100.0,48.0,5.0,1000.0
foosball_table,Imagine you are Pope Francis. Which foosball table would you prefer?,rod_smoothness,table_stability,player_figure_quality,ball_return_reliability,playing_surface_grip,1.0,1.0,1.0,70.0,0.2,10.0,10.0,10.0,100.0,0.8
fifth_wheel,Imagine you are Quetzalcoatl. Which fifth wheel RV trailer would you prefer?,interior_height,sleeping_capacity,storage_capacity,tank_capacity,slide_outs,78.0,4.0,100.0,40.0,1.0,96.0,10.0,400.0,100.0,5.0
tripod,Imagine you are Freyr. Which camera tripod would you prefer?,max_height,min_height,load_capacity,folded_length,weight,120.0,10.0,3.0,30.0,500.0,200.0,50.0,20.0,80.0,3000.0
siphon,Imagine you are Bartimaeus. Which vacuum coffee maker would you prefer?,brewing_capacity,heat_resistance,vacuum_seal_durability,filter_mesh_size,stand_stability_rating,3.0,300.0,100.0,30.0,1.0,8.0,500.0,500.0,100.0,10.0
stand_mixer,Imagine you are Werther. Which KitchenAid stand mixer would you prefer?,bowl_capacity,motor_power,speed_settings,noise_level,warranty_length,3.5,250.0,6.0,65.0,1.0,8.0,1000.0,12.0,85.0,5.0
sedan,Imagine you are Leonardo DiCaprio. Which sedan would you prefer?,legroom,trunk_space,fuel_efficiency,sound_insulation,turning_radius,35.0,12.0,25.0,65.0,15.0,45.0,20.0,45.0,75.0,20.0
aluminum_foil,Imagine you are BTS. Which aluminum foil would you prefer?,thickness,width,roll_length,tear_resistance,heat_conductivity,14.0,12.0,50.0,5.0,200.0,40.0,24.0,500.0,20.0,250.0
chemex,Imagine you are Frida Kahlo. Which Chemex coffee maker would you prefer?,capacity,filter_thickness,heat_retention,pour_spout_width,handle_grip_width,3.0,0.2,5.0,10.0,15.0,13.0,0.4,20.0,25.0,35.0
rubber_stamps,Imagine you are Jules Winnfield. Which rubber stamp would you prefer?,stamp_size,detail_resolution,cushion_depth,durability_rating,grip_comfort_rating,1.0,2.0,1.0,1000.0,1.0,100.0,20.0,10.0,10000.0,10.0
sketchbook,Imagine you are Chloe Kim. Which sketchbook would you prefer?,paper_weight,number_of_sheets,paper_brightness,paper_texture_roughness,binding_strength,70.0,30.0,85.0,1.0,10.0,300.0,200.0,98.0,50.0,100.0
bassinet,Imagine you are Lemuel Gulliver. Which bassinet would you prefer?,weight_capacity,height_adjustment_range,mobility_rating,breathable_mesh_area,storage_capacity,15.0,6.0,1.0,50.0,0.0,30.0,12.0,10.0,200.0,300.0
tackle_box,Imagine you are Kamala Harris. Which fishing tackle box would you prefer?,storage_capacity,number_of_compartments,water_resistance_rating,carrying_capacity,handle_comfort_rating,200.0,5.0,10.0,10.0,1.0,2000.0,30.0,120.0,50.0,10.0
pc_case,Imagine you are Alice. Which PC case would you prefer?,internal_volume,max_gpu_length,number_of_fan_mounts,dust_filtration_coverage,cable_management_space,20.0,250.0,3.0,50.0,15.0,100.0,420.0,12.0,100.0,35.0
tie,Imagine you are Patrick Bateman. Which tie would you prefer?,width,length,thickness,wrinkle_resistance,knot_hold,2.0,52.0,2.0,1.0,1.0,4.0,62.0,8.0,10.0,10.0
reading_glasses,Imagine you are Josef K.. Which reading glasses would you prefer?,magnification,lens_width,frame_weight,blue_light_blocking,temple_length,1.0,45.0,10.0,0.0,135.0,3.5,65.0,35.0,90.0,155.0
snowmobile,Imagine you are Daniel Kaluuya. Which snowmobile would you prefer?,engine_power,track_length,fuel_capacity,weight,suspension_travel,60.0,120.0,8.0,400.0,8.0,200.0,165.0,20.0,700.0,16.0
atv,Imagine you are Daenerys Targaryen. Which ATV would you prefer?,engine_power,ground_clearance,cargo_capacity,fuel_efficiency,suspension_travel,20.0,6.0,100.0,15.0,6.0,100.0,14.0,500.0,35.0,12.0
glue_stick,Imagine you are Kelly Bundy. Which glue stick would you prefer?,drying_time,bond_strength,stick_size,working_time,washability,10.0,5.0,8.0,1.0,5.0,60.0,20.0,40.0,5.0,10.0
spade,Imagine you are Piscine Patel. Which garden spade would you prefer?,handle_length,blade_width,weight,grip_comfort,durability_rating,28.0,5.0,2.0,1.0,1.0,48.0,9.0,6.0,10.0,10.0
wrist_rest,Imagine you are Scarlett Johansson. Which wrist rest would you prefer?,cushion_thickness,length,memory_foam_density,heat_dissipation,grip_strength,10.0,20.0,30.0,1.0,2.0,30.0,50.0,80.0,10.0,10.0
pie_dish,Imagine you are Käthe Kollwitz. Which pie dish would you prefer?,diameter,depth,thermal_shock_resistance,scratch_resistance,heat_retention,8.0,1.0,100.0,1.0,10.0,12.0,3.0,400.0,10.0,60.0
foundation,Imagine you are Forrest Gump. Which foundation would you prefer?,coverage_level,wear_time,spf_protection,transfer_resistance,hydration_level,10.0,4.0,0.0,0.0,2.0,100.0,24.0,50.0,100.0,24.0
dish_gloves,Imagine you are Robert Goddard. Which dish washing gloves would you prefer?,glove_length,grip_texture,thickness,heat_resistance,interior_comfort,8.0,1.0,0.3,120.0,1.0,18.0,10.0,1.2,200.0,10.0
citronella_candle,Imagine you are Queen Anna Nzinga. Which citronella candle would you prefer?,burn_duration,repellent_range,scent_strength,wind_resistance,container_diameter,20.0,3.0,1.0,5.0,3.0,100.0,12.0,10.0,15.0,12.0
stock,Imagine you are Dana Scully. Which stock would you prefer to invest in?,dividend_yield,revenue_growth,market_share,analyst_rating,years_in_business,0.0,-10.0,0.0,1.0,1.0,8.0,30.0,80.0,5.0,150.0
dutch_oven,Imagine you are Temple Drake. Which Dutch oven would you prefer?,capacity,heat_retention,weight,max_temp,handle_comfort,3.0,30.0,8.0,400.0,1.0,13.0,180.0,20.0,600.0,10.0
hdmi_splitter,Imagine you are Magneto. Which HDMI splitter would you prefer?,number_of_outputs,maximum_resolution,refresh_rate,signal_strength,audio_support_channels,2.0,1920.0,60.0,15.0,2.0,8.0,7680.0,240.0,50.0,8.0
pour_over_dripper,Imagine you are Clara Barton. Which pour-over coffee dripper would you prefer?,heat_retention,flow_rate,filter_angle,capacity,drainage_holes,1.0,15.0,45.0,10.0,1.0,5.0,45.0,75.0,40.0,8.0
lipstick,Imagine you are King Kong. Which lipstick would you prefer?,staying_power,pigment_intensity,moisture_content,transfer_resistance,shine_level,2.0,20.0,10.0,30.0,0.0,24.0,100.0,80.0,100.0,100.0
